"key","mode","time_signature","Artist.Name","Class","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"3","Major","4","Lior Narkis","Pop",1.72165431217653,-0.230812409051159,0.60568133029167,0.113086913229981,0.149548918055198,0.679169425018347,-0.828680764865294,0.102206935496987
"4","Major","4","Silversun Pickups","Rock",-0.823564114640931,-1.12979085990896,1.4403159647909,-1.13359034251835,-0.625592417622835,-0.765238708141132,1.71943372528096,0.161346264596755
"11","Major","4","Lilly Wood and The Prick","Indie/Alt",0.0278811447801695,0.39617141774019,-1.30468821022706,0.808739267763137,0.146280506837339,0.893634748992683,0.684227485753092,-1.50119446221344
"7","Major","4","Orange Juice","Indie/Alt",-0.386063903114394,2.1709078227244,1.02581465788609,-0.959233284607906,0.710382738336098,-1.17044709008536,0.443204828358178,-1.25788350518634
"9","Minor","4","U2","Rock",0.0432146245818857,0.0261204332576012,1.24046392044921,-0.488291119549095,-0.0221082215239588,-0.188475599911691,-0.390226329704413,-0.743324486820844
"2","Major","4","Omer Adam","Pop",0.485420567483014,0.334153036829031,-0.124504303853496,0.392485894553276,-0.0159743520383046,-0.143885097393431,-0.663861559929309,-0.612052471485352
"2","Major","4","The Clash","Rock",-0.971185418719871,1.36049798951809,1.02886848492997,-0.699134006148371,0.500015597035174,-1.52481903596156,0.887305968414257,-0.825503547949516
"2","Major","4","Victor Manu","Instrumental",5.745276229188,-0.30821281791239,0.06858711545852,-0.513342737549008,-0.323434317334231,0.230866688835784,1.39212082294412,1.38063436629078
"9","Major","4","The Last Shadow Puppets","Rock",-0.146714542700214,0.326790292964435,1.09874880073124,-0.531351357475769,0.543063702519859,0.189534392099631,-0.521937825340886,0.6071208949557
"11","Minor","4","Anne-Marie","Pop",-0.63393133599514,0.658331060537554,0.594163862662715,-0.658189018545214,0.996969732534332,0.406064650642318,-0.302168714069167,0.941753534345799
"5","Major","4","How Lucky","Acoustic/Folk",1.03524402297882,0.358670333895726,-0.810313069460612,2.45923415231545,-0.136602406611365,1.17767500347961,0.208466535575537,-0.257544015546195
"7","Major","4","Sly & The Family Stone","Rock",-1.19453794037953,-1.92548260725574,-2.29317651325368,-1.89019967849155,0.573549511658075,0.956570177961957,1.04299723973377,-1.40420060937612
"8","Major","4","Veruca Salt","Alt_Music",-0.978013662435663,0.556365928202828,0.218750133060538,0.574637647454287,0.391087549934127,-0.473272680201238,0.191178000724574,-0.267100193227443
"1","Major","4","Juice WRLD","HipHop",0.632123225035927,0.321406835096712,1.62954145835315,0.46957043798717,-1.02002799343399,1.15348044826949,0.454261495549265,-0.74862563453763
"9","Minor","4","BENEE","Pop",1.31350995485551,0.0850154162531071,-0.0260063735769355,-0.373030146682501,0.594472724549903,1.77644290469679,0.0243263633516567,-0.518841433490248
"2","Major","4","Berry Sakharof","Rock",2.68354884094809,-2.00631651020638,-0.340498823879849,-1.58316229715151,0.485216014578381,-1.66355240481705,0.793929878407222,-0.406733671270524
"9","Major","3","Ganser","Indie/Alt",1.00357263694296,-3.45321339652682,-0.265593162664146,-1.35815332329906,0.574565427630311,-1.05635095939835,-0.179257763798122,2.12426176178165
"4","Minor","4","Dion","Blues",-1.07814451831563,-0.359849475941636,-0.363882948936335,0.30303302110279,0.829937994476716,-0.244290880880183,-0.14631763198924,-1.07425123098638
"7","Major","4","Nick Cave & The Bad Seeds","Alt_Music",-1.51294069668176,-0.808714222264599,0.271116908412523,0.27980551041792,-0.146847252443193,-0.174137193372022,-0.597165313299278,0.391395626541237
"4","Minor","4","Soen","Rock",0.343393654502967,-1.39142052145641,1.38506459334946,0.330280749981342,-0.759271147082017,0.135572397450962,-0.613876354998791,-1.39273613931177
"1","Minor","4","Vani Jairam","Bollywood",1.16060931970037,0.403335311527312,-1.79774813606224,0.805521364990366,1.73314142001613,0.853505694803091,-0.83065303725057,1.03880675098095
"6","Major","4","Liam Gallagher","Rock",-0.60884447240534,-0.724124650584473,1.49251804020977,0.184536767528308,-0.198303653022314,0.68468353309489,-0.389498498233551,0.388666625274454
"2","Major","4","The Pretty Things","Indie/Alt",-0.611906316461568,0.143851736394916,-0.286516912809484,-0.460019789603684,1.68415554773146,0.260327197235266,0.0134161118801718,0.0304092646990667
"2","Major","4","Tha Dogg Pound","HipHop",-1.16173851969244,2.34870755892553,-0.355033098226615,-2.27195601591926,-1.42272395531978,-0.326155878880909,-0.29602539389343,-0.197702126927707
"2","Major","4","BLAB","Alt_Music",-0.45503909455431,0.817939044195395,0.0878022002184484,0.38379115671835,0.845130891114328,-1.5300935202227,-0.647746114204,-0.120307935126142
"5","Major","3","Mighty Sam McClain","Blues",2.16636402910951,0.348353145083266,-0.190108515707148,-0.093993570067098,-1.3765763497539,-0.71951008257652,-0.496348716905315,-2.92930651544204
"6","Major","4","Trillary Banks","HipHop",-0.276026992439051,1.77299632556214,-2.32221553222676,-0.699672521959131,-2.89907993031468,-0.936395818223777,-0.739824314230634,-0.133196876483263
"2","Major","4","El Goodo","Rock",-1.21499746018449,-2.11536871974949,0.0821437350209348,0.149391696163569,-0.261844645934221,-0.560569521000432,-0.651245059986817,0.969672917527749
"7","Major","4","Keb' Mo'","Blues",-0.405757135589112,2.14016943049034,0.780055668515893,-1.06539682827083,0.982312421330733,-0.353638066259079,0.0628051774236962,0.0625090720843425
"4","Major","4","Why Bonnie","Rock",0.277986556581591,-0.446748160036245,-0.345130440399981,-0.410160905159408,1.10982817277101,0.341672550102556,-0.932849416280195,-0.0128896843761804
"11","Minor","4","Snoop Dogg","HipHop",-0.989249200793897,2.73382182620204,0.41670406216168,-1.15067434855592,0.00717965361435087,-1.03962440280463,0.780559820426872,-0.721078377052323
"8","Major","4","MOD SUN","Rock",-0.591724616158635,0.187345324139811,1.32810603066498,0.702979375473337,-1.47922244825399,0.417206721778138,0.158543006301918,0.243566357137216
"10","Major","4","Turbo Knight","Indie/Alt",-0.397807576553446,-1.67313794581026,0.372295955510219,-1.0091698262011,0.427695829917019,-1.81344471705662,1.98575576444849,0.935233182681575
"4","Major","3","The Black Crowes","Rock",-0.756001357916436,-1.44189351397367,1.02967755496447,0.498212812421389,-0.22043968403133,-0.665905873780906,-0.480942417605699,-0.19178013219187
"1","Major","4","Britney Spears, will.i.am","Pop",-0.78184142083525,1.74760849717839,-0.668125528423801,0.940667367372536,0.263662403563893,-0.168282534225368,-0.0671329179543539,1.21585502845838
"11","Major","4","Radiohead","Rock",-0.642446585280402,-0.0386337224024241,0.703982898898585,0.875048442944541,-0.0759539057795583,-0.622815811077271,0.800558457987575,-0.0972075257258453
"11","Minor","4","Oceans","Metal",-1.42169953751844,-1.25777466210523,-1.96011257832876,-0.766815047674587,1.69296605691512,3.18509882594365,0.638270292705441,-0.234797989272105
"6","Minor","4","Arctic Monkeys","Rock",-1.14052281120585,-0.194986967807703,1.18045418046213,0.0197601430202247,0.477557057646408,1.70194008749708,0.95894278433156,0.323558146651325
"6","Major","3","The Stranglers","Rock",1.44010113972584,0.973124849539595,1.31569319054245,-0.50056740657972,0.177050484792006,0.496368999043873,1.04788343364918,-0.659353863549477
"1","Major","4","Itay Levi","Pop",2.03932390485602,1.00286852556887,0.218291904514873,-0.816001419101298,0.754071404371179,-0.19796664585876,-0.761177910735392,0.161516174405067
"2","Major","4","Joe Bonamassa","Rock",-1.38329513168487,-0.258719885029074,0.804476345884485,-0.0199336091222429,0.778328450620008,-0.272082252551598,-0.523685776171358,0.511944733418683
"8","Major","4","LeRoi Thirteen","Metal",-1.44947376566014,-1.10380151689718,-0.400721436894912,-0.893100085100992,0.010263339450614,0.646880572770393,-0.0545542520635237,0.795478312437081
"10","Major","1","Us The Duo","Acoustic/Folk",2.94110666689812,0.324331472842189,-0.105839941498053,-0.460095551221794,-1.0718751903928,2.00018409562313,-0.729221987650976,1.50853179836014
"8","Major","4","Keller Williams","Blues",2.8649619319004,-0.115366523904587,0.152555490933389,-0.31374766796502,-0.79972997660383,-0.95989317264502,0.453832114107935,-2.12681158662968
"5","Major","4","Primal Scream","Rock",0.0982541934485517,0.609913636605318,1.43317128936446,-0.451283335412224,0.385321476106363,0.119408161821079,0.276878518861303,-0.138224172216578
"10","Minor","3","Lil Son Jackson","Blues",2.04022516820959,1.01073263378363,-1.12717377963476,1.06168765599234,0.901027532922487,0.261935347297646,-0.00565514269156295,-1.20854927670239
"11","Major","4","Drake","Pop",1.25973300439287,2.14865372251693,1.39835158487919,0.519951893626915,-0.542575744833043,1.1065886500244,0.935031146949489,0.763589650346253
"8","Minor","4","Abstract Orchestra","HipHop",0.349512841671728,1.09503494401628,0.793934822777991,-0.695876902537964,0.422209722938765,0.237166757573238,-0.644862207348234,0.501285760916411
"2","Major","4","Luther Allison","Blues",0.594926867494601,0.129205284290376,-0.462452616780069,0.683606384274986,0.857803098339738,-1.82837404004614,-0.876421870527724,-0.492935667148035
"8","Major","3","Elena Falwell","Instrumental",5.75227293038794,-1.86810104476009,0.181928659934138,-0.193397378158781,-0.258860972086507,0.656338016981061,0.8170282368645,1.77108530944095
"2","Major","4","Sharon Van Etten","Rock",-0.75729715002107,-0.675369483504366,0.851917752710975,-0.316886901370826,-0.418438156979942,-0.893992666779697,0.745944456412679,1.53051166945937
"2","Major","4","beabadoobee","Rock",-1.32571010621252,0.309652257037543,0.549861486696317,-0.456035452430171,0.586331789960153,-0.443215598987335,-0.499166937505387,0.261208885181969
"7","Major","4","R.E.M.","Rock",0.660662160814481,-0.675965419709555,1.12977994372525,0.293321914756097,-0.562802317659096,0.93184051908203,0.165224770440989,-1.35841518080899
"6","Minor","4","FCG Heem","HipHop",0.718017213240315,1.11441735251277,-0.995910158698142,-2.18340795350431,-2.7564589503288,-0.135855818095575,-1.03017558605909,0.695504337243198
"4","Major","3","The Beatles","Acoustic/Folk",3.33885368076858,0.0822283483879255,-0.0999530626894068,1.60309140367638,-0.0616765983062386,0.466825380262555,-0.658807034475946,0.504671956182957
"5","Minor","4","Tom The Mail Man","HipHop",-0.433196377772157,1.60267989092172,0.357731360334149,0.889413027632951,-0.763103442756565,-0.694242378063688,0.706215706746374,-0.475912586791563
"4","Minor","4","ANSON","Rock",-1.25493897844491,-1.29439551171218,-0.383313462649502,0.618728401998005,-0.183632340043175,-0.722298156961789,-0.649097883299933,0.455969024022174
"7","Major","4","Jimmy Eat World","Rock",-2.01281358415812,0.145742288995049,0.0558213583468544,0.325232286318897,0.640856196675506,-0.956681915754822,-0.154489758221085,0.131064312366709
"5","Major","4","dempsey hope","Pop",0.997015341452351,1.26733924200835,-1.34967137514626,-0.943508810234852,1.19356889031347,-1.63528476076088,-1.43017884929785,0.678964860216263
"4","Minor","4","Howie Lee","Indie/Alt",2.36128070436288,-2.24214597911099,-0.809245267628143,0.111521771813783,-0.697886832654854,-1.10194137790463,0.849926278885481,-0.548825047484851
"1","Major","4","Pit Pony","Alt_Music",-1.66750553705704,-2.60973048713034,-0.264457877127769,0.848965928439315,0.111066530350321,-0.198669080337103,-1.01962089333934,0.176459913145363
"7","Major","4","Niko B","Pop",-0.0226264070171558,1.49405625281147,0.355864513866439,-0.997171035609492,-2.09668350429125,0.195144181685544,-0.322527373000783,-0.450113031193908
"10","Major","4","Ruthi Navon","Rock",1.2574562920811,1.61326212448049,-0.808525744732921,0.775329455287333,0.869909257616032,-1.75358009945236,-0.536995850888391,-1.64230156294499
"11","Major","4","Dan + Shay","Pop",-0.0493777526958126,1.36059547115713,0.951278915939234,0.76165537824838,0.496765775897068,1.20671792315782,0.576563246474634,1.47348614942786
"7","Major","4","Gossip","Indie/Alt",-1.75917427509572,1.26937997199949,0.294572083341487,0.0143667726141074,1.08620140631985,-0.626254001252555,0.893456099598486,-0.442880637308683
"11","Major","4","Gone Is Gone","Metal",-0.701480908895202,-1.78985800031366,-0.336368642149127,-1.11001337572088,0.000646366378423005,-0.0337121529056473,-0.456863307231667,1.11023187079197
"5","Major","4","Violent Soho","Rock",-1.21641898825623,-0.126855863253627,0.793633720359791,0.778539336673655,-0.293911820736201,0.137853542358072,-0.0365277541162923,-0.253802348389891
"10","Minor","4","Mr. Oizo","Indie/Alt",-0.791338394517196,0.0243316510755465,0.0841782474817551,-0.334027378136975,0.25468640553212,-1.27523879195529,1.32845214442134,1.23494930953689
"9","Minor","4","Cage The Elephant","Rock",-1.66386918971317,-0.339614275266456,0.701520875782813,1.04250335510645,-0.416653060674685,0.957292559322384,0.411994767131948,-0.211224788206269
"1","Major","4","Carusella","Indie/Alt",-1.45194790765624,-1.84546769584931,-0.515929358372572,-0.0102704742456822,-0.279469109669062,-0.763992081306335,-1.8964135195435,0.231851534289703
"2","Major","4","Faith No More","Rock",-1.05862181021095,-0.418392856898372,1.00716050250048,-0.908629269272861,0.406562244553011,-0.310808012581081,-0.553295775006639,-0.142816264128734
"7","Minor","3","FLO","Pop",2.36056619913668,-2.83868950339498,1.9228376513036,-1.02447598498729,-1.34358268467061,-0.149168846726655,1.21616716632409,-2.01680071535657
"2","Major","4","Pathiena","Acoustic/Folk",3.07441350339669,-0.761504912695922,-1.15957350958345,0.1881270810639,-0.220735613736739,0.230289588519577,2.15838566415848,1.03917589827333
"1","Major","4","The Offspring","Rock",-2.01589877427777,0.0892720388006424,1.09037868854412,0.489386926097809,-0.437906942668578,-0.199368291371226,-0.211222694599097,0.331803763539474
"7","Major","3","Pain of Salvation","Rock",-1.1822787350002,-0.570406030103024,0.0998350881461823,0.156847549026642,0.20074445227828,0.306883794297734,-0.311436243944218,-0.87368690868127
"2","Major","4","Lenny Kravitz","Rock",-0.0620680868462201,-0.512729032246804,1.10120793613018,-0.178474190259171,0.0651905921422218,0.0323011297964393,-0.725629527893453,-0.325750485803962
"4","Minor","4","Black Sabbath","Rock",0.567445607303032,-0.666202663765843,-1.04549277492296,1.92627091037412,-0.143826543593081,-0.294523987693777,-1.17137033807144,0.733753517788258
"3","Major","4","The Dark Element","Metal",-1.22041770043235,-1.11978555169144,0.397871165072295,0.374025666139703,-0.0823523494883318,0.0825451031937465,-0.0105960027631181,-0.978936938387189
"2","Major","4","Henry Gray","Blues",0.664403468300539,0.625566925992479,-0.952003390040128,0.309061180992314,0.876921411816231,-1.00319969889246,-0.789430808016577,-0.829006735049924
"5","Minor","4","Eyal Golan","Pop",1.42327518014989,-0.261228464104322,0.265511207430763,-0.983865798397829,0.457238272766384,0.638488785963094,-0.652398962265479,-0.128780499899158
"11","Major","4","Noah Kahan","Acoustic/Folk",2.88917314339678,1.84054533605587,0.793644061089013,0.147705632639062,-0.00103088507301541,1.26999661131951,-0.442694672378371,0.772199701477601
"9","Minor","4","The First Edition","Rock",0.270982765846126,0.649451080144639,0.752747579429449,-0.0199939267060487,-0.0101368043289647,0.308596079243032,0.0771435280225623,-0.392625869701058
"8","Minor","3","Alka Yagnik","Bollywood",1.06461717394783,1.64112225762578,-0.436277907091344,2.00527732967144,0.649364840394189,-0.59267903102604,0.0317865849579494,0.524870472716204
"7","Major","4","Bryan Adams","Rock",0.227551014461807,0.883334343648856,0.787111670662818,-0.951774131614287,1.2272830683877,-0.23997263336394,-0.334504363667793,0.24927482154389
"7","Major","4","The Shins","Alt_Music",-1.34859804933335,-0.184951905690519,1.3228476449482,-0.265368139932767,-0.164978907642321,0.362108786162342,0.0400005143159446,0.143215405052249
"2","Major","4","benny blanco","Alt_Music",2.62780205395591,0.41654639669092,1.14397142986313,-1.11697359440809,-0.00690694600877214,0.583975064695981,-0.735857127216864,-1.29694336158893
"1","Major","4","The 1975","Rock",-1.32553045050238,0.592460735066329,1.16928425432948,-0.307216967576423,0.134795338927419,-0.215568074622093,-0.189645572790691,-0.0559495006562338
"8","Major","4","Winger","Metal",-0.0464193546500945,0.896527700606958,1.33954486618885,-0.511636529895602,0.558684132785987,-0.22815588199027,0.334020867629798,-0.379333462081035
"6","Minor","4","Townes Van Zandt","Indie/Alt",3.15810988438595,1.37969544819309,0.529641200978004,-0.104872650852108,0.531806563094913,0.311320431041584,0.0117971129720593,-1.04101535043445
"2","Minor","4","Piers Faccini","Rock",1.294708185561,0.380784371443111,0.104083750777079,-0.0574691294116382,0.974315179864967,-0.563036851611551,-1.01119757884795,-0.370267954716374
"5","Minor","4","Athletic Progression","HipHop",0.0140797645935416,0.90369526080797,-0.888682851920518,-1.31878907952303,-0.79473825754423,-0.151220225400995,-0.88917631319764,0.492037345340941
"2","Major","4","Thirty Seconds To Mars","Rock",-0.477187305494263,-0.978526567293941,0.918528677347065,-0.684645805040865,0.170401520592613,1.53943243218433,-0.481223475086408,0.729598583825992
"10","Minor","4","Pete Rock & C.L. Smooth","HipHop",-0.324392597851141,2.11065145985272,-0.436622021824426,-1.48482434307037,-1.01519557068898,-0.843678285484967,-0.048077110157312,-0.393415561373845
"7","Minor","4","Peter Case","Blues",1.89314130293028,1.24415904443631,-0.463767304116043,-0.959347394041293,0.956672698099895,1.20369783830664,-0.0619547197965322,-1.16177168061137
"1","Major","4","Menahan Street Band","Alt_Music",1.35645230242248,0.233771377107087,0.0338276325235392,0.0329168540336368,-0.953141516479156,-1.04598872360247,1.76362311586769,1.31949350053494
"7","Minor","4","Butcher Babies","Metal",-1.69997479013511,-1.21475187040025,-0.469014259572132,0.947645449586086,-0.293584556345223,0.270199391945955,0.692949488971541,-0.0430516597054273
"3","Minor","4","MICROCORPS","Indie/Alt",0.0901947650800474,-2.17147772036033,-1.01229944264941,0.501821711205996,-0.0885670096193114,-2.91197706836251,0.735936661892496,-0.729473946549556
"5","Minor","4","Sarah Palu","Alt_Music",2.17171176761566,-1.39051162909441,0.578135972016571,-0.468722574700768,-0.777141900776342,-1.025885055251,0.302126498842773,-1.73441703213259
"2","Minor","4","Saltatio Mortis","Metal",-1.03705003944767,0.324188770422184,1.06551481305567,0.190829088128292,0.222824277450409,-0.409692887321896,0.0435738326658739,0.134880509073007
"9","Minor","4","JADHU","Pop",-0.522096286968175,0.674432347512803,0.117433053961357,-0.304878258618591,1.27956285579474,-0.737656189265275,-0.642037959175232,0.0888804393606078
"9","Major","4","Bring Me The Horizon","Rock",-1.4170234010188,-0.0544658245634133,0.360612812583196,-1.44581062705349,-0.725845578213349,1.75121458769961,0.297476963072293,-0.279132124720051
"8","Major","4","Frost*","Metal",-1.32377939262419,-1.44340128291659,0.394412431669668,0.844911436636067,-0.268820182116045,-0.386477667372382,-0.520002876419761,-0.900329211157131
"4","Minor","3","Toto Espinoza","Instrumental",4.61344461625445,-0.180457212295093,-0.0425082860937498,-0.148690782761702,-0.242281574829354,-0.106615507916332,1.0148320222056,1.61844050266637
"1","Major","4","T-Bone Walker","Blues",2.86779223112983,1.36800860079788,-0.0647186407171639,-0.736945207213979,0.889545864848537,-0.0628299803740606,-1.18559698507045,-0.182069916864204
"6","Minor","4","K. J. Yesudas","Bollywood",0.689699690614138,0.232337196505894,-1.87037017591549,1.85255413234876,0.870168305922735,-0.757774460747796,-1.07658570242876,0.855188517580704
"2","Major","4","Jimi Hendrix","Rock",-0.472580799448661,0.377862600488503,0.922514999152966,0.414585374585468,-0.423611538000248,0.0466761947978819,1.59171506603034,2.7116393231174
"7","Major","4","Eskiz","Rock",-0.649126265962833,-0.886742116841291,-0.40062000548495,0.0114406921764462,0.396807691561851,-0.220390962537914,-1.14217145845944,-0.374464326330053
"11","Major","4","Lowest Creature","Metal",-1.62401035426945,-0.633321490101065,-0.782171273850377,0.394406065182383,0.207288040278603,-0.605001953425889,-0.941995284733576,0.364400389097104
"5","Major","4","Tomer Yeshayahu","Pop",1.84874917182011,0.474137849329093,-0.0770955228670686,0.485447199527747,0.357992245480797,-0.506411558743784,-0.844872292978652,-1.24605947465015
"5","Major","4","Neon Trees","Rock",-1.72646544374627,0.0496742511281399,0.0276958204150814,0.946748400461132,0.264878974286275,0.765597735012536,1.26086661525531,-0.518598112510461
"7","Major","4","JJ Lin","Pop",0.595026641843767,-0.903375398554795,1.24644565341334,1.84197227411384,-1.31969584037478,1.20290474225851,-0.0990948995558891,-0.962548891394763
"9","Minor","4","Foreign Air","Indie/Alt",-0.406975547930888,-0.363617723634512,1.41811126166886,-0.952684877009969,0.364051270308626,0.518280202840662,-0.615338715610219,0.683261075658877
